customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1583-AAAA,Male,1,No,Yes,15,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,60.97,924.06,No
2936-PTBJ,Female,0,Yes,No,59,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.72,4406.17,Yes
5673-BDHL,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),108.06,3886.09,Yes
5611-LHZR,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),113.8,7396.18,No
9894-HVXZ,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,4393.05,No
4285-NNNN,Female,1,No,Yes,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.94,2075.26,Yes
1768-DJVH,Female,0,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,71.83,3088.81,No
4516-VLRX,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,87.0,4178.25,Yes
6649-JBLV,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.07,2082.87,Yes
7538-KESG,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),84.2,2523.71,No
4240-NNNN,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.82,2580.72,No
7327-CGOW,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,104.23,3234.82,No
9110-XRFT,Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.79,1504.52,Yes
7748-EMCS,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,93.74,467.69,No
7761-CGOW,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,49.87,1048.89,No
7238-WOYI,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),48.75,2527.86,No
6481-RZPF,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.07,5560.58,No
7582-MKGC,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.66,1510.72,Yes
4957-YUME,Female,0,No,Yes,57,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.64,3064.06,No
9848-YUME,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.29,5965.35,No
2447-IYEK,Female,0,Yes,No,50,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.93,4197.6,No
6656-PTBJ,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),50.32,710.36,No
9684-WOYI,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),81.21,5844.18,No
4072-RZPF,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,87.74,259.77,No
7289-WOYI,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),102.71,3186.02,Yes
2892-AAAA,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.61,1162.49,No
7199-QWIU,Male,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.13,1128.75,Yes
4440-MKGC,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),89.02,3918.8,No
4756-MKGC,Female,0,No,No,37,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.65,3131.89,Yes
9989-YUME,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.73,6182.57,No
1324-EMCS,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.44,2277.5,No
7863-OQUY,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.47,2111.3,Yes
7789-LHZR,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,111.79,6476.43,No
9301-UIKM,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),113.91,2055.89,No
5266-TFDB,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),114.77,7690.87,No
6578-IYEK,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.61,546.15,Yes
5910-DJVH,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.49,3011.16,No
3883-NNNN,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.29,4363.19,Yes
1834-JBLV,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,95.42,6009.72,No
6252-QWIU,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,80.2,3441.15,No
1204-CGOW,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),79.93,70.33,Yes
8421-QWIU,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),100.27,2799.47,Yes
5920-RZPF,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),51.69,0.0,Yes
9321-VLRX,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.34,7027.44,Yes
2325-LHZR,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,94.4,189.91,Yes
8147-EMCS,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),51.68,1240.95,Yes
3607-XRFT,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,117.25,2452.21,No
3950-IYEK,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,87.67,5791.44,No
1877-EMCS,Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.37,537.27,No
2325-ZXTP,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.71,2394.8,Yes
1522-IYEK,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),112.2,782.47,Yes
9601-FPJD,Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),85.02,3741.88,Yes
7957-YUME,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),84.2,5974.81,Yes
9982-VLRX,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.44,101.77,Yes
5095-TFDB,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.65,241.35,Yes
9042-UIKM,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.34,3122.0,Yes
5586-TFDB,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.31,1739.53,No
3690-JBLV,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),93.14,4655.12,No
4537-CGOW,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,100.82,3521.78,No
3780-QWIU,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,106.29,7655.36,No
8331-FPJD,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.17,5834.76,No
6956-QWIU,Male,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.24,2154.12,No
3708-EMCS,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.38,3627.97,No
1540-SCWQ,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,95.48,4102.78,No
8192-HVXZ,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.89,2341.28,Yes
5282-IYEK,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,71.34,3781.71,No
7972-VLRX,Female,0,No,No,39,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.21,3008.52,No
6779-TFDB,Female,0,No,No,17,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.55,1364.64,Yes
4258-BDHL,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),102.97,4222.65,No
1529-HVXZ,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.6,765.94,No
1464-QWIU,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.74,709.69,Yes
2887-TFDB,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,91.05,4006.07,No
6191-KESG,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),93.56,2805.33,Yes
5380-EMCS,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,7716.52,Yes
5531-XRFT,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,109.19,2730.36,Yes
3043-KESG,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,84.52,5233.16,Yes
1614-WOYI,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,103.04,205.52,Yes
2920-ZXTP,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,111.51,5912.56,No
8706-FPJD,Female,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.95,279.97,Yes
5569-AAAA,Male,1,No,Yes,4,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.36,338.6,Yes
5137-SCWQ,Female,1,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,41.6,826.04,Yes
1060-MKGC,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),51.65,2219.08,No
3772-AAAA,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.36,3696.93,No
7396-UIKM,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.88,4392.87,Yes
9389-XRFT,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,106.31,6692.66,Yes
5591-XRFT,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.21,2748.61,No
4398-TFDB,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.55,41.6,Yes
2987-OQUY,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,93.8,3943.42,No
8206-RZPF,Male,1,No,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,103.42,6520.79,No
1717-CGOW,Male,0,Yes,No,27,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.02,2271.84,Yes
4701-TFDB,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,78.18,387.2,No
2240-OQUY,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.68,3810.74,No
6037-ZXTP,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,90.28,5411.08,No
6745-TFDB,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.96,1569.3,Yes
4765-WOYI,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,92.9,6601.14,Yes
3013-EMCS,Female,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),96.45,1156.02,No
9706-DJVH,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.81,862.49,No
2636-TFDB,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.48,351.34,Yes
6395-NNNN,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,51.02,3320.86,No
8922-PTBJ,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),112.17,2018.99,No
8455-NNNN,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.38,6304.32,Yes
1870-MKGC,Female,0,Yes,No,11,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.36,983.88,Yes
4677-BDHL,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,101.02,3425.71,Yes
8227-XRFT,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.95,4723.19,Yes
5595-TFDB,Female,0,No,Yes,21,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.53,1533.71,Yes
3302-HVXZ,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,102.49,3473.78,Yes
9307-CGOW,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.13,2873.53,No
2271-VLRX,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,96.68,2028.22,Yes
3256-HVXZ,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.02,3949.81,Yes
6153-DJVH,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),39.27,900.1,No
3141-ZXTP,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,83.77,3431.66,No
6730-GSQO,Female,0,No,No,25,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),78.99,1975.65,Yes
8135-IYEK,Female,1,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,54.53,3321.42,No
6911-XRFT,Female,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.06,1758.5,Yes
1688-KESG,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.89,5867.2,No
1506-NNNN,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,101.59,4867.35,Yes
7496-XRFT,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,95.25,1242.03,No
9190-DJVH,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,117.12,5503.38,Yes
4237-HVXZ,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.31,1838.42,No
9106-FPJD,Female,1,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.43,3564.46,No
6851-JBLV,Male,1,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,95.87,3450.43,No
6969-UIKM,Male,0,No,No,21,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.78,1574.18,No
4005-OQUY,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.42,4487.25,No
8967-LHZR,Female,1,No,No,27,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.2,1823.84,Yes
7525-YUME,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),118.75,7478.88,No
3566-OQUY,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,102.74,7395.78,Yes
6855-LHZR,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),94.21,378.87,Yes
9219-SCWQ,Male,0,No,No,59,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.63,4115.44,No
3053-EMCS,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.44,78.47,No
1340-QWIU,Male,1,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.05,3845.33,Yes
9828-QWIU,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,105.49,6012.13,Yes
3610-SCWQ,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.97,373.84,Yes
7159-GSQO,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,94.42,1038.71,Yes
6176-IYEK,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.19,79.39,Yes
2750-OQUY,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,105.24,941.17,Yes
1464-MKGC,Male,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.65,2007.41,Yes
5492-GSQO,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.55,2407.59,Yes
3032-ZXTP,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),94.34,4525.63,Yes
1697-FPJD,Female,0,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,83.45,2666.06,No
2094-FPJD,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.63,1835.91,No
1924-SCWQ,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,104.93,4412.16,No
1580-PTBJ,Female,1,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.85,2853.84,Yes
1120-RZPF,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.64,1906.87,No
7132-OQUY,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.66,1012.31,Yes
8239-MKGC,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,48.46,625.75,Yes
6016-RZPF,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.25,2126.09,Yes
1770-BDHL,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.05,1561.36,Yes
1808-VLRX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),42.71,37.01,No
5082-OQUY,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,109.99,3074.59,Yes
4701-WOYI,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.28,2361.09,No
